"CNES";"UF";"IBGE";"NOME";"LOGRADOURO";"BAIRRO";"LATITUDE";"LONGITUDE"
2052458;35;354850;"UBS EMBARE";"PRACA CORONEL FERNANDO PRESTES";"EMBARE";-23,96495;-46,31148
2052466;35;354850;"USF E PRONTO ATENDIMENTO NOVA CINTRA";"RUA JOSE OZEAS BARBOSA";"MORRO DA NOVA CINTRA";-23,94248;-46,35212
2054205;35;354850;"UBS GONZAGA";"RUA DOUTOR ASSIS CORREA";"GONZAGA";-23,96007;-46,33054
2054256;35;354850;"USF ALEMOA E CHICO DE PAULA";"RUA DONA AFONSINA PROOST DE SOUZA";"VILA HADDAD";-23,93139;-46,35823
2057840;35;353190;"ESF II NILSON DE PAULA CARVALHO EQUIP SAUDE BUCAL ESB";"AV DR JADER MAGALHAES LARA FERNANDES";"JARDIM DOS SILVEIRA";-20,74072;-48,05763
2059738;35;354850;"USF CANELEIRA";"RUA ADRIANO DE CAMPOS TOURINHO";"JARDIM SANTA MARIA";-23,94417;-46,36928
2062240;35;350560;"UNIDADE BASICA DE SAUDE III ERNESTO POSSEBOM";"RUA LUIZ MARCARI";"JARDIM JOSE BOMBONAT";-21,19489;-48,15457
2072645;35;355180;"UNIDADE DE PSF III OURO VERDE SETE BARRAS SETE BARRAS";"ZONA RURAL";"DOIS IRMAOS";-24,38781;-47,93213
2745909;35;353190;"ESF VI JOSE DOS SANTOS VIEIRA SAUDE BUCAL MI";"LUIZA PARLATO DE SOUZA NIGUEIRA";"SANTO INACIO DOS VIE";-20,63212;-48,27762
2746107;35;353190;"CENTRO ESPECIALIZADO DR MARIANO A FIGUEIREDO";"RUA FRANCISCO GONCALVES ROSA";"NORBERTO J RIBEIRO";-20,72719;-48,04209
2801094;35;351380;"UBS CENTRO";"AVENIDA SAO JOSE";"CENTRO";-23,68913;-46,6285
2801108;35;351380;"UBS PARQUE REID SAUDE DA FAMILIA";"RUA SERRA DE MARACUJA";"PARQUE REID";-23,67703;-46,62674
2801140;35;351380;"UBS JARDIM CANHEMA SAUDE DA FAMILIA";"RUA VINTE E DOIS DE ABRIL";"JD CANHEMA";-23,6779;-46,60416
2801191;35;351380;"UBS PROMISSAO SAUDE DA FAMILIA";"RUA PRUDENTE DE MORAIS";"JARDIM CASA GRANDE";-23,69585;-46,59904
3217213;35;355340;"ESF DR JOAO BATISTA DE TOLEDO LEME";"RUA ANTONIO RODRIGUES DOS SANTOS";"NOVA TANABI";-20,6139;-49,66256
3450503;35;350560;"UNIDADE BASICA DE SAUDE V FRANCISCO CASSANTI";"RUA NESTOR MARTINS DA SILVA FILHO";"VILA RECREIO";-21,1861;-48,159
3654303;35;350760;"ESF VILA DAVID I";"RUA SEBASTIAO CICERO FRANCO";"VILA DAVID";-22,93346;-46,55068
3668258;35;351370;"USF ARLINDO ZOIA DESCALVADO";"RUA LAZARO TIMOTHEO DO AMARAL";"JARDIM PAOLA";-21,89456;-47,62169
3914275;35;355340;"ESF DR OSWALDO FEDERICO";"RUA LOPES MORENO LOPES";"JARDIM CENTENARIO";-20,62618;-49,64319
4454103;35;354850;"USF ESTUARIO";"AVENIDA AFONSO PENA";"ESTUARIO";-23,97033;-46,30218
4536347;35;353190;"ESF VIII NUCLEO SAUDE DA FAMILIA 08 SUELI AP M M SOUZA";"RUA JOAO FICHER";"CENTRO";-20,71992;-48,03123
4683269;35;353190;"ESF IX NUCLEO S DA FAMILIA 9 NELSON OKANO";"JOSE BAISAR";"CENTRO";-20,72947;-48,04068
5230233;35;354850;"USF AREIA BRANCA";"RUA FRANCISCO LOURENCO GOMES";"AREIA BRANCA";-23,94596;-46,3739
5370000;35;354850;"USF VILA PROGRESSO";"RUA TRES";"MORRO DA VILA PROGRE";-23,93967;-46,31863
5370019;35;354850;"USF MORRO DA PENHA";"RUA TRES";"MORRO PENHA";-23,9313;-46,34277
5455642;35;354850;"USF VILA NOVA E ILHA DIANA";"PRACA IGUATEMI MARTINS";"VILA NOVA";-23,93937;-46,31918
5549019;35;354850;"SECAO DE ATENDIMENTO DOMICILIAR SEADOMI";"RUA BARAO DE PARANAPIACABA";"ENCRUZILHADA";-23,95661;-46,33084
3495949;35;353650;"UBS SAO JOSE LUIS CANDIDO CANELLA SANCHES";"AVN REGINA BASSETO BORDIGNON";"JOAO ARANHA";-22,72176;-47,17495
5654548;35;355340;"ESF DR NEWTON CUCOLICCHIO";"RUA SEBASTIAO JOSE DA GAMA";"BOA VISTA";-20,62937;-49,66132
5673666;35;354850;"USF MORRO JOSE MENINO";"RUA DR CARLOS ALBERTO CURADO";"JOSE MENINO";-23,96296;-46,35768
5729041;35;354850;"USF PIRATININGA";"PRACA JOAO DE MORAES CHAVES";"JARDIM PIRATININGA";-23,95226;-46,38823
5890977;35;355340;"ESF MANUEL DE SOUZA ALVES";"RUA ANTONIO RODRIGUES DOS SANTOS";"NOVA TANABI";-20,61413;-49,66247
6347789;35;350760;"ESF HIPICA JAGUARI";"RUA SANTI JOANNI BAPTISTA";"RES HIPICA JAGUARI";-22,92001;-46,53841
6502695;35;354850;"USF CASTELO";"RUA FRANCISCO DE BARROS MELLO";"JARDIM CASTELO";-23,94847;-46,37879
6802311;35;352680;"REDE DE ATENCAO INTEGRAL A SAUDE DA MULHER RAIS MULHER";"RUA IGNACIO ANSELMO";"CENTRO";-22,60226;-48,8003
7024789;35;353340;"UNIDADE BASICA DE SAUDE V";"RUA DAS IMBUIAS";"JARDIM ALVORADA";-22,80358;-47,30988
7131763;35;354850;"USF MONTE CABRAO";"RUA PRINCIPAL";"MONTE CABRAO";-23,93897;-46,35256
7383681;35;352470;"UBS 8 DR JOSE EMYGDIO PIRES GUEDES";"ESTRADA MUNICIPAL ILDA DAVI DAL BO JGR";"GUEDES";-22,716;-46,986
7463472;35;350560;"CENTRO ODONTOLOGICO MUNICIPAL OSCAR TAKENOBU OKANO";"AVENIDA PRESIDENTE COSTA E SILVA";"VILA RECREIO";-21,18469;-48,13848
7576889;35;353190;"ESF VII DR ANTONIO R E MARCIA JUNQ M GARCIA EQUIPE ESB";"DOSMAR FIGUEREDO JUNIOR";"JARDIM EUROPA";-20,72349;-48,04793
7800398;35;351480;"ESF III ESPERANCA";"RUA JOAO VICOTRINO FERREIRA";"VILA NOVA ESPERANCA";-24,52586;-48,11441
7804768;35;351480;"ESF II CEREJEIRA";"RUA PORFIRIO NETO DE OLIVEIRA";"VILA INCOMAGER";-24,51656;-48,10792
7973586;35;355340;"CENTRO DE ESPECIALIDADES ERENILDE DE PAULA CARRASCO BULA";"RUA CORONEL MILITAO";"CENTRO";-20,62345;-49,64488
8016526;35;351880;"CENTRO DE DETENCAO PROVISORIA I DE GUARULHOS";"RUA JOSE MARQUES PRATA";"VARZEA DO PALACIO";-23,46769;-46,49401
9426388;35;351480;"EAP I YPE";"RUA DOMINGOS BAUER LEITE";"CENTRO";-24,52363;-48,1106
9646485;35;351370;"AMBULATORIO DE SAUDE MENTAL HUMBERTO COELHO";"AVENIDA PRESIDENTE KENNEDY";"JARDIM BELEM";-21,91247;-47,62668
8605;35;354780;"UBS BAIRRO PARAISO";"RUA JUQUIA";"JARDIM JAMAICA";-23,68328;-46,52663
8621;35;354780;"UBS PARQUE DAS NACOES";"PRACA WALDEMAR SOARES";"PARQUE DAS NACOES";-23,64215;-46,52723
8664;35;354780;"UBS CIDADE SAO JORGE";"AVENIDA SAO PAULO";"PARQUE MARAJOARA";-23,67008;-46,48647
8680;35;354780;"UBS VILA HELENA";"AV ANDRADE NEVES";"VILA HELENA";-23,67832;-46,51542
8699;35;354780;"UBS JARDIM IRENE";"ESTRADA DA CATA PRETA";"VILA JOAO RAMALHO";-23,71321;-46,50961
8788;35;354780;"UBS VILA LUZITA";"AVN DOM PEDRO I";"VILA LUZITA";-23,68907;-46,50677
8850;35;354780;"UBS PARQUE ANDREENSE";"RUA IBERTIOGA";"PARQUE REPRESA BILLI";-23,75691;-46,46291
8931;35;354780;"UBS JARDIM ITAPOAN ANA MARIA";"PRACA VENANCIO NETO";"JARDIM ANA MARIA";-23,6289;-46,48864
260150;35;351320;"ESF TEREZA OFERMA VAZ";"RUA AGNELO DELFINO BARBOSA";"CENTRO";-20,40775;-47,41906
454427;35;355430;"ESF 10 HELENA LUCINDA GONCALVES";"RUA SEBASTIAO ALMEIDA";"JARDIM NOVA TEODORO";-22,5203;-52,16894
2025515;35;352900;"USF BANDEIRANTES";"RUA ALBERICO MENDES PINTO";"JAD VIRGINIA";-22,20097;-49,9702
2028247;35;355430;"ESF 3 PLANALTO DO SUL";"RUA JOAQUIM ALVES FERREIRA";"PLANALTO DO SUL";-22,31513;-52,24579
2028263;35;355430;"ESF 7 RIO PARANA";"ESTRADA DE ACESSO DESTILARIA ALCIDIA";"ALCIDIA DA GATA";-22,36116;-52,51182
2028298;35;355430;"ESF 8 AGUA SUMIDA";"ASSENTAMENTO AGUA SUMIDA";"ZONA RURAL";-22,31319;-52,3126
2039621;35;351050;"UBS JOSE MAURICIO BORGES CARAGUATATUBA";"RUA JOSE GERALDO FERNANDES DA SILVA FILHO";"TRAVESSAO";-23,70636;-45,44763
2039753;35;350410;"USF PEDRO MATURANA ATIBAIA";"RUA WASHINGTON LUIS";"JDM CEREJEIRAS";-23,13213;-46,58376
2040832;35;351050;"UBS PORTO NOVO CARAGUATATUBA";"AVENIDA JOSE HERCULANO";"BARRANCO ALTO";-23,69116;-45,44371
2044617;35;353470;"CS I DE OURINHOS";"RUA WENCESLAU BRAZ";"VILA MANO";-22,97638;-49,86555
2048795;35;352900;"USF VILA REAL HELENA BERNARDES AZALEIAS";"ARTHUR MARTINS RIBEIRO";"VILA REAL";-22,24887;-49,94209
2053799;35;352900;"UBS CASTELO BRANCO";"RUA ADAMANTINA";"CASTELO BRANCO";-22,18801;-49,95876
2059444;35;350275;"CENTRO DE SAUDE MUNICIPAL ARACARIGUAMA";"ALAMEDA BARUERI";"JARDIM BRASIL";-23,43002;-47,07157
2061538;35;352900;"USF ALTANEIRA";"RIACHUELO";"ALTANEIRA";-22,20256;-49,94005
2063492;35;350410;"USF CARMELINA SILVEIRA CINTRA ATIBAIA";"ESTRADA DA BOA VISTA";"BOA VISTA";-23,02473;-46,48761
2065193;35;351050;"UBS TINGA CARAGUATATUBA";"RUA ANTONIO DOS SANTOS";"TINGA";-23,62675;-45,43489
2073668;35;351440;"ESF IRENE H KATO";"RUA PADRE JOSE DE ANCHIETA";"JAD BRASILANDIA";-21,48619;-51,53403
2090988;35;352930;"UBS IV CENTENARIO MATAO DR JORGE LIAN";"RUA JOAO PESSOA";"IV CENTENARIO";-21,60698;-48,35437
2091003;35;352930;"UBS VILA PEREIRA MATAO";"RUA FRANCISCO COMELLI";"VILA PEREIRA";-21,60155;-48,3807
2091038;35;352930;"UBS JARDIM SAO JOSE MATAO";"AVENIDA AQUELINO BENASSI";"JD SAO JOSE";-21,5893;-48,37744
2096935;35;354980;"UBS SOLO SAGRADO";"AVENIDA BEATRIZ DA CONCEICAO";"SOLO SAGRADO";-20,77902;-49,40963
2706040;35;351640;"UBS ANTONIO DE PAULA LIMA";"RUA JOAQUIM NUNES PEREIRA";"CENTRO";-23,3367;-46,72385
2706067;35;351640;"UBS DR OSORIO CESAR";"RUA JOSE NICODEMO";"VL ROSALINA";-23,32059;-46,73195
2706237;35;351640;"UNIDADE BASICA DE SAUDE PASTOR ELIAS PEREIRA";"ESTRADA MANOEL DE JESUS";"MATO DENTRO";-23,31518;-46,70254
2716917;35;352900;"USF MARAJO";"VICTORIA ATALLAH";"JD MARAJO";-22,24653;-49,91779
2716976;35;352900;"USF SANTA PAULA";"FELICIO CIZOTTO";"STA PAULA";-22,2465;-49,91747
2716992;35;352900;"USF VILA BARROS";"AMANDO DE OLIVEIRA ROCHA FILHO";"VILA BARROS";-22,18656;-49,95291
2717018;35;352900;"USF VILA HIPICA";"LUIS MANHAES";"VILA HIPICA";-22,23794;-49,92428
2717026;35;352900;"USF VILA NOVA";"HERMES DA FONSECA";"VILA NOVA";-22,18403;-49,95549
2747758;35;352930;"USF PARAISO MATAO";"AVENIDA JOSE THEODULO RODRIGUES";"PARAISO";-21,62911;-48,34039
2750864;35;353920;"PSF I JARDIM VANTINI";"RUA FRANCISCO ORTIZ AMIGO";"JARDIM VANTINI I";-22,28232;-51,48802
2750872;35;353920;"ESF II DR JOSE IKEDA VILA MARQUES";"RUA MACHADO DE ASSIS";"VILA MARQUES";-22,27454;-51,49995
2750899;35;353920;"ESF III JARDIM SOLEDADE CECILIO FAUSTINO VASCONCELOS";"RUA FLORISVALDO RIBEIRO DE BESSA";"JARDIM BELA VISTA";-22,27407;-51,4992
2751267;35;353920;"UNIDADE BASICA DE SAUDE II DR PLINIO ARANTES BARRETO";"RUA OSCAR TOLEDO CEZAR";"CENTRO";-22,27642;-51,49973
2758288;35;354980;"UBS ESTORIL HIGIENOPOLIS";"RUA SARA JABUR";"HIGIENOPOLIS";-20,83873;-49,38376
2765772;35;355070;"USF CAMBURI I";"RUA BANDEIRANTES";"CAMBURI";-23,76682;-45,6478
2773589;35;353060;"UBS JARDIM UNIVERSO";"RUA DOM LUIZ DE SOUZA";"JARDIM UNIVERSO";-23,52305;-46,18798
2773643;35;353060;"USF QUATINGA";"RUA ANTONIO ROSENDO DE LIMA";"QUATINGA";-23,52295;-46,18799
2791293;35;354160;"UBS ESF NOVA PROMISSAO";"AV JOAQUIM BOLDRIM";"JARDIM SAO PAULO";-21,54285;-49,86156
2903474;35;352930;"USF SAO JUDAS TADEU MATAO";"RUA SILVIO QUARESIMA";"VILA CARDIM";-21,58337;-48,35823
3003205;35;351640;"PENITENCIARIA DE FRANCO DA ROCHA III";"RUA MARCOS VINICIUS DE GOES";"PARQUE INDUSTRIAL";-23,33542;-46,68414
3041484;35;355430;"ESF 4 RIBEIRAO BONITO";"ASSENTAMENTO RIBEIRAO BONITO";"ZONA RURAL";-22,48087;-52,38031
3045439;35;352900;"USF NOVO HORIZONTE";"ORLANDO SILVA";"NOVO HORIZONTE";-22,17839;-49,92273
3099806;35;355430;"ESF 5 CENTRAL";"RUA SEBASTIANA CAMILO DO NASCIMENTO";"VILA MINAS GERAIS";-22,52804;-52,16067
3125882;35;351640;"UBS ENF ROSA GENOVEVA DOS REIS";"ESTRADA MANOEL DE JESUS";"VILA PALMARES";-23,31522;-46,7026
3380920;35;352930;"USF LAS LOMAS MATAO";"RUA MADRE LEONIA MILITO";"CAMBUI";-21,61435;-48,35643
3393992;35;355430;"ESF 1 COHAB ULISSES GUIMARAES";"RUA JOSE FRANCISCO GOMES QUINCAS";"CONJ HABIT DEPUTAD";-22,53777;-52,18016
3421910;35;352900;"USF JARDIM MARILIA";"ACUCENAS";"VILA JARDIM";-22,27746;-50,11334
3510700;35;352900;"USF TRES LAGOS";"SEBASTIAO INOCENCIO DE OLIVEIRA";"JOQUEI CLUBE";-22,23651;-49,91184
3608948;35;351640;"CDP FRANCO DA ROCHA";"RUA MARCUS VINICIUS DONADEL GOES";"PARQUE INDUSTRIAL";-23,33551;-46,68409
4265203;35;352900;"USF SAO MIGUEL II";"24 DE DEZEMBRO";"SAO MIGUEL";-22,20935;-49,95571
4265211;35;352900;"USF BANDEIRANTES II";"RUA ALBERICIO MENDES PINTO";"BANDEIRANTES";-22,20032;-49,97024
5074444;35;355030;"CENTRO CLINICO ZONA NORTE";"MAESTRO JOAO GOMES DE ARAUJO";"TREMEMBE";-23,4872;-46,62265
5085462;35;354780;"UBS JARDIM SANTO ANDRE";"RUA TOM JOBIM";"JARDIM SANTO ANDRE C";-23,65197;-46,52354
6076688;35;350410;"USF JOSE FRANCISCO DE FARIA";"ESTRADA DA CACHOEIRA";"ESTANCIA PARQUE DE A";-23,0621;-46,45324
6215017;35;353920;"PSF IV ARISA BERBERT CHEDID";"AVENIDA PEDRO CASSEZE";"PARQUE RESIDENCIAL N";-22,28438;-51,51138
6336175;35;355430;"LAR DO ANCIAO DE TEODORO SAMPAIO";"PEDRO JOSE DOS PASSOS";"VILA MINAS GERAIS";-22,53191;-52,16282
6393365;35;352230;"ATENCAO INTEGRAL A SAUDE UNIMED SUL PAULISTA";"RUA DOUTOR COUTINHO";"CENTRO";-23,57857;-48,0374
6446825;35;352930;"USF ALIANCA BRASIL MATAO";"RUA ARMANDO ANTONIO MOCHETTI";"JARDIM BRASIL";-21,58446;-48,3717
6446922;35;352930;"USF BOM JESUS MATAO";"RUA SEBASTIANA SCARPINATTI DE MORAIS";"JARDIM SENHOR BOM JE";-21,60156;-48,39119
6446930;35;352930;"USF JARDIM POPULAR MATAO";"RUA PEDRO TROLI";"PORTAL TERRA DA SAUD";-21,58907;-48,34284
6446965;35;352930;"USF SILVANIA E ASSENTAMENTO MATAO";"AVENIDA ANTONIO PEDRO DA SILVA";"SILVANIA";-21,63984;-48,29458
6467695;35;352900;"USF CAMPO BELO";"SAMPAIO VIDAL";"DIRCEU";-22,13494;-49,91158
7020759;35;353060;"USF NOVO HORIZONTE";"RUA MAURICIO JOSE DE OLIVEIRA";"NOVO HORIZONTE";-23,52313;-46,188
7038364;35;352930;"USF NOVA CIDADE MATAO";"RUA STEFANO DAVASSI";"NOVA CIDADE";-21,62257;-48,3469
7102763;35;352930;"USF RESIDENCIAL CADIOLI MATAO";"RUA AMERICO APPOLONI";"RESIDENCIAL CADIOLI";-21,60016;-48,34902
7172842;35;352900;"USF ARGOLO FERRAO";"MONSENHOR JOAO BAPTISTA TOFFOLI";"THEREZA B DE ARGOLO";-22,22002;-49,97133
7256353;35;351640;"UNIDADE BASICA DE SAUDE ADILSON GOMES DE SA";"AVENIDA SETE DE SETEMBRO";"PARQUE LANEL";-23,32208;-46,72101
7440529;35;355060;"UNIDADE BASICA DE SAUDE CENTRAL";"AV ANTONINO DIAS BASTOS";"CENTRO";-23,52602;-47,13404
7580371;35;354160;"CENTRO INTEGRADO DE SAUDE";"AV JULIO PRESTES";"CENTRO";-21,53664;-49,85651
7623860;35;351640;"NUCLEO DE APOIO A SAUDE DA FAMILIA";"RUA JOAQUIM NUNES PEREIRA";"CENTRO";-23,32059;-46,72318
7831684;35;353920;"PSF VII MORADA DO SOL";"RUA CARLOS ALBERTO BULHOSA";"JARDIM MORADA DO SOL";-22,2716;-51,4934
7959222;35;351440;"ESF II DR AFFONSO ARTHUR VIEIRA DE RESENDE";"RUA PADRE JOSE DE ANCHIETA";"JD BRASILANDIA";-21,48612;-51,53402
9100202;35;352900;"USF SANTA ANTONIETA III";"AVENIDA ELIEZER ROCHA";"SANTA ANTONIETA III";-22,17018;-49,97492
9612599;35;354060;"ESF JOAO BATISTA RODRIGUES JOAO CARLOTA";"ESTRADA MUNICIPAL PORTO FELIZ A SOROCABA TERRA";"BOM RETIRO";-23,214;-47,523
9712844;35;354160;"CTA DE PROMISSAO";"AV JULIO PRESTES";"CENTRO";-21,53654;-49,85639
9812482;35;350275;"UBS II CINTRA GORDINHO";"ALAMEDA 19 DE MAIO";"CINTRA";-23,43829;-47,06103
9837051;35;350275;"USF VEREADOR OSVALDO DE DEUS CORREIA";"SANTA CRUZ";"CENTRO";-23,43618;-47,06431
9983716;35;351440;"ESF DR LUIZ ALENCAR DE MORAES";"RUA MOACIR DE AZEVEDO NOGUEIRA";"FREI MOACIR II";-21,48624;-51,53401
9932658;35;351860;"UBS DR PAULO CEZAR GONCALVES VIANNA DE GUARIBA";"RUA FRANCISCO EMIDIO DE SOUZA";"JARDIM DAS GAIVOTAS";-21,36481;-48,25281
2025868;35;350450;"ESF X DR FRANCISCO TOURINHO";"RUA MINAS GERAIS";"BAIRRO ALTO";-23,10071;-48,92744
2025876;35;350450;"UBS JARDIM BRASIL AVARE";"AVENIDA SALIM ANTONIO CURIATI";"JARDIM BRASIL";-23,10371;-48,90945
2027585;35;350890;"UNIDADE BASICA DE SAUDE II IUBATINGA";"RUA FRANCISCO FRANCO";"IUBATINGA";-21,91399;-51,20944
2030462;35;354390;"UBS DR MARIO FITTIPALDI";"RUA 21";"JARDIM WENZEL";-22,41115;-47,56099
2046660;35;354890;"UBS SANTA PAULA PS DR ARSENIO AGNESINE";"RUA DOUTOR LUIZ SAIA";"SANTA PAULA";-22,01863;-47,89094
2046970;35;354890;"USF SANTA EUDOXIA";"RUA CRISTOVAO MARTINELLI";"CENTRO";-22,0257;-47,8973
2047640;35;352670;"PSM DR EWALDO DE MELO FLEURY LEME";"RUA FRANCISCO PICCOLO";"JARDIM ALVORADA";-22,19736;-47,3764
2048086;35;352670;"UNIDADE DE SAUDE DA FAMILIA VANESSA LEME";"RUA JOAQUIM ADOLFO AMADEU";"JARDIM VANESSA";-22,19534;-47,36263
2049163;35;354390;"UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA";"RUA 4";"DISTRITO DE AJAPI";-22,41152;-47,57456
2058049;35;350890;"UNIDADE BASICA DE SAUDE II CAIABU";"RUA MARIA CLAUDIA PEDREIRA";"CENTRO";-22,01515;-51,23689
2059029;35;350450;"ESF I DR CECILIO JORGE NETO AVARE";"RUA BENEDITO AILTON CAMILO DE SOUZA";"BRASIL NOVO";-23,12628;-48,93286
2063123;35;354890;"USF ANTENOR GARCIA";"AV TETRACAMPEONATO";"CIDADE ARACY";-22,02323;-47,89325
2070537;35;351030;"POSTO DE ATENDIMENTO DE SAUDE ORLANDO CLETO";"AV BOM JESUS";"DISTRITO DO PORTO";-23,53431;-47,76316
2071940;35;354390;"UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO";"AV M 17";"JARDIM INDEPENDENCIA";-22,41958;-47,56623
2077795;35;352670;"UNIDADE DE SAUDE DA FAMILIA PALMEIRAS LEME";"RUA FLORENCIO VILA RIOS";"JD PALMEIRAS";-22,16353;-47,38002
2087960;35;352670;"PSM JOSE ANTONIO DE CARVALHO LEME";"ROD ORLANDO LEME FRANCO";"TAQUARI PONTE";-22,09713;-47,25653
2088061;35;352670;"UNIDADE DE SAUDE DA FAMILIA SAULO";"RUA GUSTAVO HABERMAN";"JARDIM SAULO";-22,20639;-47,38006
2829231;35;350450;"DEPARTAMENTO DE SAUDE E SEGURANCA DO SERVIDOR";"RUA PARA";"CENTRO";-23,09763;-48,922
3020908;35;350450;"ESF II DR FERNANDO HIRATA AVARE";"MAZZONI NEGRAO";"DUILIO GAMBINI";-23,07012;-48,93425
3034399;35;354890;"USF JARDIM SAO CARLOS";"RUA TREZE DE MAIO";"JD SAO CARLOS";-21,76683;-47,79896
3240630;35;350450;"ESF IV DR CARLOS APARECIDO BANDEIRA AVARE";"DONA LOLITA";"JARDIM PARAISO";-23,11376;-48,89099
3983617;35;354890;"USF SANTA ANGELINA";"AV DR GILDNEY CARRERI";"STA ANGELINA";-22,01263;-47,89552
5544157;35;354890;"USF CIDADE ARACY EQUIPE I";"RUA HILARIO MARTINS DIAS";"CIDADE ARACY";-22,02337;-47,89067
5723841;35;352670;"UBS DRA NELMA EUFRIDA TESSARI FERREIRA LEME";"RUA PALMIRO FERREIRA VIEIRA";"JD AMALIA";-22,19152;-47,39283
5860857;35;351030;"UNIDADE BASICA DE SAUDE SERVIDOR JOSE ORLANDO GUILHERME";"RUA JOAO CORREA";"JD NOVA CAPELA";-23,46578;-47,74155
5931606;35;354890;"USF CIDADE ARACY EQUIPE II";"RUA MARIA DAS GRACAS TAGLIATELA CUSTODIO";"CIDADE ARACY";-22,02331;-47,89123
5974739;35;354890;"USF JARDIM CRUZEIRO DO SUL EQUIPE VILA CONCEICAO EQUIPE I";"RUA BASILIO DIBBO";"JARDIM CRUZEIRO DO S";-22,02321;-47,89106
6593135;35;354890;"USF ASTOLPHO LUIZ DO PRADO";"AVENIDA DR AURELIO CATTANI";"RESIDENCIAL ASTOLPHO";-22,02341;-47,8917
6639666;35;350450;"UBS BAIRRO IPIRANGA AVARE";"RUA ABAIN DABUS";"IPIRANGA";-23,09488;-48,90558
6847919;35;354890;"USF JOSE FERNANDO PETRILLI FILHO";"RUA ANTONIO DAS GRACAS GENEROSO";"CIDADE ARACY II";-22,02069;-47,89093
7447078;35;350450;"ESF VI DR FLAVIO NEGRAO AVARE";"AVENIDA GETULIO VARGAS";"VILA JARDIM";-23,11702;-48,92631
9023747;35;351030;"UNIDADE BASICA DE SAUDE VEREADOR CELIO CLETO";"RUA SAO FRANCISCO";"CENTRO";-23,46701;-47,73121
9429085;35;350450;"ESF IX DR ROBERTO MAZZITELLI FELISBERTO";"RUA DELFINA LOPES PERES";"MARIA EMILIO BANWART";-23,10372;-48,91787
9437800;35;354890;"USF ARNON DE MELLO";"AVENIDA DOUTOR GILDENEY CARRERI";"CONJUNTO HABITACIONA";-22,02327;-47,89172
9611053;35;351300;"GRAN CLINICA";"RODOVIA RAPOSO TAVARES";"LAGEADINHO";-23,60212;-46,91731
262323;35;350750;"USF CAIMA BOTUCATU";"RUA FRANCISCO DELEVEDOVE NETO";"RESIDENCIAL CAIMA";-22,89325;-48,50709
2046296;35;350750;"UBS EDMUNDO DE OLIVEIRA CS I BOTUCATU";"RUA RAFAEL SAMPAIO";"BOA VISTA";-22,88295;-48,43843
2054884;35;351970;"POSTO DE SAUDE VARGEM DO SALTO";"RODOVIA JULIO DAL FABBRO KM 13";"VARGEM DO SALTO";-23,65612;-47,21872
2056852;35;350640;"UNIDADE BASICA DE SAUDE DA FAMILIA BILAC";"RUA WALTER ORSATI";"JD PARAISO";-21,40125;-50,47852
2061260;35;353880;"ESF TREZE DE MAIO ANGELINA GAUDENSI SILVA PIRAJU";"TREZE DE MAIO";"VILA FERREIRA";-23,20039;-49,38565
2070189;35;350620;"UBS DR JOSE ROSSETO";"RUA JOSE ROSSETO";"CENTRO";-21,27134;-50,81818
2790122;35;351910;"USF II IACANGA";"ALAMEDA HADAD";"CENTRO";-21,89307;-49,02278
3620158;35;351910;"UNIDADE DE SAUDE DA FAMILIA I DE IACANGA";"PROFESSORA TEREZINHA OLIVEIRA DA SILVA ALMEIDA";"ESTANCIA IACANGA";-21,89137;-49,02624
3724115;35;354130;"ESF DO ALTO DO MIRANTE PRES EPITACIO";"RUA JULIO MORENO VILLIATORIO";"ALTO DO MIRANTE";-21,78915;-52,11897
4470710;35;350750;"USF LAVAPES";"RUA JOAO PASSOS";"CENTRO";-22,90539;-48,44302
4875249;35;354880;"UBS SANTO ANTONIO";"RUA JOAQUIM NABUCO";"SANTO ANTONIO";-23,61766;-46,57472
5401070;35;353620;"USF JOANNA ZEZILIA DOMINGUES";"RUA CILIO ZANELLA";"VILA CLEMENTINA";-24,73353;-47,87699
7407742;35;353620;"USF VII BAIRRO ANGATUBA";"ESTRADA DO MEIO BAIRRO ANGATUBA ZONA RURAL";"ANGATUBA";-24,70426;-47,86769
9024;35;354990;"UBS CENTRO II";"AVENIDA ANCHIETA";"JARDIM NOVA AMERICA";-23,19321;-45,90404
9172;35;354990;"UBS JARDIM SATELITE";"AVENIDA ANDROMEDA";"JARDIM SATELITE";-23,23022;-45,23022
681571;35;351110;"CENTRO DE ATENDIMENTO DE DENGUE";"RUA PARA";"CENTRO";-21,13332;-48,97011
757233;35;355030;"SERVICO DE ATENCAO DOMICILIAR CAMPO LIMPO";"RUA FRANCISCO ANTUNES MEIRA";"PQ IPE";-23,64027;-46,76107
2027720;35;355030;"UBS VILA MARIA LUIZ PAULO GNECCO";"R ANDRE DA FONSECA";"VILA MUNHOZ";-23,5001;-46,59053
2029200;35;354840;"CS III SANTOPOLIS DO AGUAPEI";"RUA TEOLINO JOSE CORREIA";"CENTRO";-21,63699;-50,50182
2034905;35;354910;"PSF DR RAUL DE OLIVEIRA ANDRADE SAO JOAO DA BOA VISTA";"AVN GUILHERME GUERREIRO";"JARDIM DURVAL NICOLA";-21,97314;-46,81508
